id_herb	produto_comercial	empresa	ingrediente	link	registro	dose_(g/L)_(g/kg)	equivalente_acido	Formulacao	soja	soja_dessecação	soja_omg	soja_spd	milho	milho_ogm	milho_spd	algodão_spd	algodão_ogm	algodão	sorgo	algodão_ogm	café_spd	café	trigo_spd	trigo	gramíneas_forrageiras	arroz	arroz_sequeiro	arroz_irrig_spd	arroz_irrigado	arroz_spd	feijão	aveia_preta	Feijão_spd	feijão_vagem	feijão_fava	feijão_guandu	feijão_mungo	feijão_caupi	grão_de_bico	azevém	aveia	lentilha	cana_spd	cana_soca	cana_maturação	Cana_dessecação	cana_roughing	cana	aveia_preta	mandioca	pastagem_spd	pastagem	vazio_sanitário	manejo_outonal	amendoim	centeio	cevada	canola	abacaxi	citros	citros_spd	melão	eucalipto_implantação_da_flores	Eucalipto_Rebrote	eucalipto	pinus_implantação_da_flores	pinus	seringueira	acácia_negra	estrelicia	girassol	quiabo	tomate	alho	banana	cebola	cenoura	batata_dessecação	batata	alface	repolho	jiló	pimenta	pimentão	brocolis	couve-flor	beterraba	batata-doce	berinjela	batata-salsa	fumo	morango	camomila	gengibre	batata_yacon	alfafa	salsa	coentro	braquiaria	aveia	milheto	inhame	ervilha	sorgo	caju	goiaba	manga	mangaba	pera	uva	maçã	ameixa	mamão	melancia	pessego	nectarina	dendê	duboisia	triticale	crisântemo	centeio	cacau	não_agrícola	seringueira	escarola	sisal	côco	momona	caqui	açaí	cará	nabo	mandioquinha-salsa	carambola	rabanete	figo	castanha_do_pará	macadâmia	pinhão	noz_pecã	pupunha	gladíolo	vagem	área_de_pousio	área_não_cultivada	abacate	gramados	espinafre	manejo_outonal	rosa	todas_as_culturas_com_ocorrência_do_alvo_biológico	tabaco	tratamento_do_solo
238	Flak 200 SL	Cropchem Ltda	Paraquate (bipiridílio)	https://www.agrolink.com.br/agrolinkfito/produto/flak-200-sl_10160.html	11415	276	200	Concentrado Solúvel (SL)	x				x					x				x		x		x					x																	x												x															x				x																																x																																										
239	Flanker	Dow Agrosciences Industrial Ltda. - Sao Paulo	picloram (acido piridinocarboxilico) + 2,4-d-triisopropanolamina (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/flanker_8689.html	8312		27,05 + 281,47	Concentrado Solúvel (SL)																																												x																																																																																																					
240	Flex	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	fomesafem (eteretilica)	https://www.agrolink.com.br/agrolinkfito/produto/flex_92.html	838590	250		Concentrado Solúvel (SL)	x									x													x																																																																																																																										
241	Fluente	Ouro Fino Química S.A. - Uberaba	2,4-D-dimetilamina (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/fluente_10297.html	20916	806 + 227,74	670	Concentrado Solúvel (SL)	x				x											x		x																						x				x																																																																																																					
242	Flumyzin 500	Sumitomo Chemical do Brasil Representações Ltda.	flumioxazina (ciclohexenodicarboximida)	https://www.agrolink.com.br/agrolinkfito/produto/flumyzin-500_3018.html	7095	500		Pó molhável (WP)	x													x																										x		x				x						x					x									x		x			x																																																																										
243	Flumyzin 500 SC	Sumitomo Chemical do Brasil Representações Ltda.	flumioxazina (ciclohexenodicarboximida)	https://www.agrolink.com.br/agrolinkfito/produto/flumyzin-500-sc_10438.html	22617	500		Suspensão Concentrada (SC)	x				x					x				x																										x						x						x					x		x									x			x																																																																										
244	FONTFOP	Sinon do Brasil Ltda. - Porto Alegre /RS.	fluazifope-P-butilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/fontfop_10708.html	23318	250		Emulsão Óleo em Água (EW)	x									x													x																	x		x																					x		x			x	x		x	x	x				x	x																																																																			
245	Fordor 750 WG	Bayer S.A. - Sao Paulo/ SP	isoxaflutol (isoxazol)	https://www.agrolink.com.br/agrolinkfito/produto/fordor-750-wg_7859.html	2604	750		Granulado Dispersível (WG)																																																									x		x																																																																																						
246	FortalezaBR	Ouro Fino Química S.A. - Uberaba	tebutiurom (ureia)	https://www.agrolink.com.br/agrolinkfito/produto/fortalezabr_8496.html	1011	500		Suspensão Concentrada (SC)																																				x				x																																																																																																									
247	Freno 240 EC	Rotam do Brasil Agroquímica e Produtos Agricolas Ltda.	cletodim (oxima ciclohexanodiona)	https://www.agrolink.com.br/agrolinkfito/produto/freno-240-ec_10908.html	13419	240		Concentrado Emulsionável (EC)	x				x					x				x		x							x																			x																							x	x		x	x		x												x																							x																																							
248	Front	Du_Pont do Brasil S.A. - Barueri (Alphaville)	diurom (ureia) + hexazinona (triazinona) + sulfometurom-metilico (sulfonilurea)	https://www.agrolink.com.br/agrolinkfito/produto/front_8477.html	10110	603 + 170 + 14,5		Granulado Dispersível (WG)																																								x																																																																																																									
249	Fusiflex	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	fluazifope-P-butilico (Acido ariloxifenoxipropionico) + fomesafem (eteretilica)	https://www.agrolink.com.br/agrolinkfito/produto/fusiflex_93.html	748903	125 + 125		Concentrado Solúvel (SL)	x																																																																																																																																																
250	Fusilade 250 EW	Syngenta Proteção de Cultivos Ltda. – Sao Paulo	fluazifope-P-butilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/fusilade-250-ew_5063.html	5796	250		Emulsão Óleo em Água (EW)	x									x													x																	x		x								x													x		x			x	x		x	x	x				x	x																																																																			
251	Fusta WG	Monsanto do Brasil Ltda - Sao Paulo	glifosato-sal de amônio (glicina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/fusta-wg_8986.html	4814	792,5		Granulado Dispersível (WG)	x				x					x				x				x																						x				x								x															x																																		x	x	x	x			x	x						x																															
252	Galigan 240 EC	Adama Brasil S.A. - Londrina	oxifluorfem (eteretilica)	https://www.agrolink.com.br/agrolinkfito/produto/galigan-240-ec_25.html	8598	240		Concentrado Emulsionável (EC)										x				x				x																						x												x																x																																																																													
253	Galigan 240 F	Adama Brasil S.A. - Londrina	oxifluorfem (eteretilica)	https://www.agrolink.com.br/agrolinkfito/produto/galigan-240-f_8146.html	7904	240		Concentrado Emulsionável (EC)																																																									x		x																																																																																						
254	Gallant Max	Dow Agrosciences Industrial Ltda. - Sao Paulo	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/gallant-max_10592.html	4618	540		Concentrado Emulsionável (EC)	x									x						x							x																													x																																																		x	x																																										
255	Gallant R	Dow Agrosciences Industrial Ltda. - Sao Paulo	haloxifope-P-metilico (Acido ariloxifenoxipropionico)	https://www.agrolink.com.br/agrolinkfito/produto/gallant-r_2960.html	2300	124,7		Concentrado Emulsionável (EC)	x																																																																																																																																																
256	Galop M	Adama Brasil S.A. - Londrina	picloram (acido piridinocarboxilico) + 2,4-D-trietanolamina (acido ariloxialcanoico)	https://www.agrolink.com.br/agrolinkfito/produto/galop-m_8978.html	5914	103 + 406	64 + 240	Concentrado Solúvel (SL)																																												x																																																																																																					
257	Gamit	FMC Química do Brasil Ltda. - Campinas	clomazona (isoxazolidinona)	https://www.agrolink.com.br/agrolinkfito/produto/gamit_3341.html	1428691	500		Concentrado Emulsionável (EC)	x									x								x																						x		x																																		x																																																																					
258	Gamit 360 CS	FMC Química do Brasil Ltda. - Campinas	clomazona (isoxazolidinona)	https://www.agrolink.com.br/agrolinkfito/produto/gamit-360-cs_3339.html	1798	360		Suspensão de Encapsulado (CS)										x								x																						x		x															x														x												x																																																														
259	Gamit 800 EC	FMC Química do Brasil Ltda. - Campinas	clomazona (isoxazolidinona)	https://www.agrolink.com.br/agrolinkfito/produto/gamit-800-ec_10980.html	33019	800		Concentrado Emulsionável (EC)										x								x																						x																																																																																																									
260	Gamit Star	FMC Química do Brasil Ltda. - Campinas	clomazona (isoxazolidinona)	https://www.agrolink.com.br/agrolinkfito/produto/gamit-star_7997.html	8008	800		Concentrado Emulsionável (EC)										x								x																						x																																																																																																									
261	Gamonium	Sinon do Brasil Ltda. - Porto Alegre /RS.	Glufosinato - sal de amônio (homoalanina substituida)	https://www.agrolink.com.br/agrolinkfito/produto/gamonium_11008.html	38519	200		Concentrado Solúvel (SL)	x				x					x				x		x							x																													x					x										x				x	x	x																													x	x				x	x																																					
